x,y,z
18.78932,46.20784,12.34777
18.79688,1.33389,6.80746
18.80179,28.72568,43.48185
18.81379,38.47605,11.79781
18.87479,36.39775,8.77286
18.87518,40.67113,15.21397
18.90245,30.3065,16.77989
18.97685,23.11649,15.34178
18.97878,12.45782,36.44426
18.99188,16.40812,1.4191
18.99206,16.4078,1.4205
19.02154,3.59424,13.83281
19.0284,38.52831,9.9641
19.04184,15.62203,0.15425
19.04643,16.33924,1.48136
19.07545,23.11424,34.56187
19.11746,31.51165,8.16136
19.12495,16.76321,4.53658
19.12769,40.61727,14.17697
19.13273,18.67502,43.39308
19.13807,41.32577,12.28437
19.15797,3.51401,43.47825
19.18045,14.75446,2.22958
19.1833,11.55817,39.17648
19.22901,47.11378,1.7395
19.22988,34.39241,4.13402
19.26245,41.21088,12.72486
19.30561,40.31553,13.62159
19.36344,36.04435,11.22034
19.39048,6.73838,9.71742
19.39842,33.48881,7.05446
19.39895,15.39713,6.63858
19.44199,28.09513,35.25162
19.44253,1.70173,15.37374
19.44371,12.77019,24.32636
19.44807,15.32964,3.43133
19.55841,39.4231,9.70427
19.58834,41.65744,25.62963
19.58847,27.25558,16.36451
19.6316,39.55906,11.52409
19.69348,49.58818,49.81077
19.72135,9.06841,43.95172
19.72796,31.28214,16.39165
19.80298,23.0595,15.03249
19.85346,17.046,48.38262
19.86742,18.48061,5.1002
19.8695,35.71656,14.43727
19.88746,43.40116,18.36414
19.89584,22.19465,28.64433
19.906,14.03665,1.26768
19.91869,8.15674,8.57575
19.92267,26.73363,4.36158
19.92923,43.49746,15.9325
19.93574,44.92468,15.97243
19.99163,13.40876,10.85463
20.08083,28.56102,11.60437
20.12418,48.29288,26.28086
20.12422,10.10438,4.95593
20.15618,22.73428,22.18819
20.18308,38.91817,35.78822
20.19919,4.60416,7.02849
20.2238,26.35708,48.2513
20.24952,4.3756,10.56614
20.27207,46.07264,15.37652
20.4122,1.54653,11.43223
20.41527,11.55944,20.67318
20.42708,6.11801,5.82284
20.42887,10.48714,14.73631
20.43209,48.36303,13.81381
20.46393,5.85044,1.8896
20.51854,33.84908,12.10046
20.56106,43.89959,10.85734
20.57163,14.14119,0.7657
20.58357,5.74763,1.89261
20.61164,43.36894,13.84907
20.64154,31.97591,48.40572
20.67175,46.6321,15.67184
20.68038,7.30855,11.9961
20.68182,10.78138,13.17673
20.69472,41.76754,8.80885
20.72281,45.25153,12.78808
20.73444,15.75418,5.57736
20.73548,14.1691,45.97066
20.77452,42.85807,19.1535
20.78484,33.64236,12.3375
20.81652,1.54108,7.62394
20.84147,27.31745,29.15946
20.85369,15.76318,49.62056
20.89095,0.77111,6.56108
20.90574,28.50967,24.39894
20.9192,44.03855,15.29907
20.95517,34.28444,6.04733
21.04322,3.24042,19.64353
21.06201,7.0651,36.69999
21.07102,12.89002,14.71548
21.07155,29.78938,33.31134
21.08949,43.09953,18.24596
21.12586,46.58631,10.22661
21.13782,46.39102,11.31027
21.1971,35.5822,17.13727
21.22083,25.51276,21.73085
21.23848,20.88641,11.23736
21.24068,32.34788,43.79848
21.24924,37.93971,7.04996
21.25214,16.13256,15.36223
21.34459,45.82813,30.5462
21.35629,40.03817,12.29728
21.40928,39.54102,12.63753
21.46822,37.48997,14.19902
21.49268,30.01552,14.42545
21.51468,33.13145,33.77618
21.5715,11.28432,8.0496
21.57689,4.29994,0.68638
21.62914,22.29547,13.22479
21.68676,31.00664,25.63422
21.76903,22.51194,3.36503
21.7764,17.15211,7.44546
21.85879,46.0271,20.15287
21.93944,1.37603,38.60467
21.94831,22.50506,33.84156
22.04065,10.2211,2.14999
22.09791,26.67467,32.67594
22.11966,36.98744,18.00573
22.11967,16.24867,32.47147
22.15249,1.58268,6.33457
22.18958,40.24334,0.19766
22.30072,16.50555,2.80812
22.36466,4.85364,6.97102
22.46862,34.66351,5.1791
22.49174,0.7852,3.16759
22.56125,25.09181,25.62911
22.56189,10.3488,24.46953
22.56787,8.38014,10.88507
22.5959,20.81112,24.27713
22.65722,45.69574,21.07662
22.70008,8.52022,8.1988
22.72183,22.84008,3.37846
22.75752,6.48986,20.46913
22.76768,26.22103,43.76174
22.79905,8.80473,19.83515
22.86487,1.20469,11.71635
22.89079,38.70031,33.26085
22.90016,42.94172,14.43303
22.9007,22.64325,23.0233
22.90552,9.05213,8.5635
22.91255,10.40325,5.38469
22.91479,20.53426,10.81877
22.93101,7.35118,34.58282
22.94986,26.62001,21.14453
22.95671,16.59394,11.86969
22.97854,42.17186,15.54689
23.01088,3.04754,32.49775
23.02157,8.54616,14.95515
23.03999,22.18825,17.10109
23.08871,11.29049,36.55111
23.20751,5.19336,40.37738
23.30862,3.54191,46.07866
23.35392,6.85533,49.29379
23.39067,25.00758,25.44706
23.40938,15.50052,30.6229
23.41499,29.97929,15.38747
23.41791,31.09947,37.16392
23.42546,9.53257,22.98695
23.5034,15.38015,10.90097
23.51364,0.50636,10.11415
23.54129,38.55813,0.99514
23.55615,26.40273,22.88767
23.56756,11.45271,13.96328
23.59771,25.40055,17.16003
23.63259,37.67758,32.62233
23.65182,14.0499,2.74953
23.72004,19.63511,18.36881
23.76789,45.25747,43.14013
23.77471,37.45631,13.96849
23.79242,18.39598,43.83874
23.81864,31.7996,28.5069
23.8901,18.69825,44.07237
23.91367,34.09413,27.5362
23.94397,37.73505,13.87385
24.00417,32.48086,12.99335
24.07389,23.61109,19.20356
24.07509,32.19147,17.63935
24.12115,24.88938,25.59286
24.17775,16.21035,3.82979
24.17817,23.43704,10.95642
24.20925,19.23776,36.21317
24.21533,6.06969,32.52399
24.34077,12.79972,35.11586
24.4234,13.02159,27.58635
24.43353,8.69442,25.28256
24.45521,12.83281,40.82043
24.54665,47.57424,26.66875
24.60193,7.2289,7.05842
24.62116,16.82871,16.35597
24.71296,16.08798,13.10346
24.73358,16.89013,20.08589
24.75766,43.43878,42.09502
24.76661,45.00113,20.83892
24.84689,21.66679,6.38516
24.86503,29.54373,25.65561
24.96941,0.62041,40.46297
24.976,22.63103,0.02018
25.0109,33.67221,35.07075
25.03183,46.90896,8.89199
25.0802,7.25532,12.80182
25.10347,18.51933,17.12594
25.11015,45.37728,47.56825
25.13329,3.65406,22.86893
25.22437,31.28245,4.92352
25.25606,36.92689,31.95018
25.32299,34.85585,6.63898
25.32512,34.8749,12.74072
25.35413,7.83305,8.23678
25.4065,21.78059,11.03162
25.43343,16.41948,11.8501
25.45461,11.24223,5.04618
25.48226,4.83125,10.82785
25.52284,43.35173,34.98253
25.64617,29.00812,12.80851
25.65349,31.27069,12.92805
25.75102,39.58396,29.73268
25.83122,14.79425,1.83068
25.87496,11.49887,43.10491
25.88021,0.88844,37.78684
25.89918,2.70938,46.90423
25.99003,0.95143,14.4701
26.00112,18.06208,11.32811
26.04332,32.76086,42.5263
26.08611,47.25071,43.39049
26.08766,30.6124,6.54679
26.11935,18.7499,10.7022
26.1403,6.39525,12.03837
26.21882,48.63865,1.62463
26.27424,23.09851,3.40616
26.2754,4.5535,15.93539
26.32217,17.14312,12.6805
26.35593,1.55608,22.97968
26.36625,16.72317,21.85198
26.37793,34.53385,15.9054
26.41103,27.77518,38.4483
26.50217,1.00464,19.71609
26.50658,29.85765,5.40486
26.61964,6.16467,3.25968
26.64178,22.82431,28.02831
26.66153,21.71153,7.58981
26.67652,40.64243,43.55766
26.6985,4.13657,34.38007
26.73574,21.49512,42.65007
26.73603,15.93106,35.3271
26.77487,14.96222,13.05177
26.8184,28.94546,10.82108
26.85196,40.05713,8.65828
26.85718,1.47293,10.71152
26.8624,15.53253,1.67922
26.90767,6.21202,10.37067
26.93569,20.27217,40.99805
26.95975,41.96809,48.10769
26.9709,18.17908,34.22406
27.17109,7.64677,30.3198
27.18433,18.47242,31.48878
27.19089,45.59052,38.57102
27.2036,12.62663,16.02095
27.20792,20.41997,4.60703
27.22437,37.98003,28.2115
27.33246,34.54358,24.1315
27.35633,5.54663,39.83131
27.41547,48.67343,15.10853
27.4265,18.40423,17.08972
27.43063,26.08365,34.79354
27.43284,13.51809,11.18162
27.45922,48.73473,34.0526
27.47588,26.76842,6.8759
27.50541,49.68061,43.74892
27.5126,28.29875,16.24336
27.55234,18.66485,7.30492
27.59425,12.38051,11.95205
27.64271,8.44859,23.61849
27.74417,21.49171,5.17118
27.74459,40.46884,20.61206
27.75762,22.671,16.44494
27.77051,28.32858,34.9686
27.80812,11.62388,36.7791
27.84657,12.0095,13.48642
27.86054,38.03297,37.61671
27.86151,47.73845,16.79755
27.8762,9.32467,8.70404
27.8815,11.0264,28.41062
27.91056,25.2914,22.735
28.04965,3.08948,31.39294
28.07984,24.61636,8.24163
28.09951,39.75218,0.67684
28.11315,33.087,7.90018
28.17095,22.2229,4.93337
28.19976,37.17142,17.6943
28.21637,12.12746,40.80641
28.24323,23.07718,16.73477
28.44708,10.82799,48.98327
28.45636,12.61398,28.0654
28.51355,44.89346,25.45786
28.53023,15.919,31.45421
28.53054,19.50246,18.95607
28.56325,21.16627,24.40571
28.56435,26.79766,2.24502
28.56968,25.51287,27.37672
28.60723,49.10269,26.85367
28.63938,21.46258,6.4387
28.66463,42.44546,39.98456
28.72724,17.3589,15.94824
28.74746,8.81695,12.13477
28.78592,20.69228,31.25077
28.85545,37.28896,1.37361
28.97483,43.26098,27.59344
28.99016,21.74401,21.75165
29.11121,16.45742,28.82572
29.15714,18.28949,18.53701
29.21237,3.20795,30.10344
29.23289,11.3524,10.49309
29.29825,11.5621,21.71212
29.33093,42.64429,0.49067
29.33612,1.45679,17.26673
29.49355,24.96295,31.37884
29.65766,25.9064,41.99578
29.74268,20.85491,44.79161
29.77075,25.5063,31.3165
29.81066,34.76371,6.18374
29.87356,27.63175,23.76668
29.96466,20.16686,17.44747
29.98535,9.68023,20.09053
29.98851,0.39973,45.71488
30.01847,34.54179,32.09745
30.06983,13.76653,18.76225
30.07406,0.10531,9.18828
30.12822,13.58748,7.11044
30.14903,25.35661,4.21836
30.20167,21.94371,3.18193
30.24502,20.96378,25.97718
30.25602,0.64525,20.92343
30.26272,0.43802,2.48146
30.26688,14.1616,1.08286
30.27971,29.29204,10.43626
30.41877,33.54474,26.27929
30.4302,11.08159,26.21663
30.4781,0.18569,20.777
30.53367,9.99823,0.5505
30.5431,36.66284,46.04745
30.58352,33.37473,12.44681
30.58493,24.88118,12.59687
30.61372,23.78952,15.73302
30.64363,31.59469,23.66948
30.67561,33.83941,18.84047
30.71983,26.10552,4.22903
30.72882,11.83767,7.54668
31.03424,20.11105,38.19356
31.04427,12.77002,30.52544
31.11753,47.59158,24.99231
31.14889,4.17205,13.19098
31.19515,7.3259,27.12272
31.23503,48.3713,34.12921
31.23863,21.04915,4.37603
31.25718,4.73968,35.00735
31.33828,10.23082,7.17687
31.34141,34.70769,28.38457
31.35104,25.06727,3.82811
31.41171,46.84273,29.85917
31.48376,17.38439,1.81154
31.49277,6.35421,15.71595
31.55573,7.5282,30.63931
31.58199,42.27767,15.7305
31.65493,30.62995,6.49013
31.6821,20.06417,11.62618
31.70681,8.01593,26.01355
31.71869,5.54971,6.05774
31.7301,10.47791,29.72432
31.75271,20.15815,34.89931
31.77507,29.80357,4.36219
31.77717,3.29121,30.47312
31.88426,12.24869,47.63689
31.90812,5.33218,35.19075
31.90858,29.66491,45.08451
31.95567,37.23007,6.59515
32.00056,4.32086,35.27647
32.00951,21.10645,47.46021
32.0298,30.13607,31.52898
32.0505,29.36453,22.3981
32.05963,14.60901,40.00211
32.07218,35.37224,19.70281
32.09403,38.47813,7.96957
32.10024,37.69563,16.25161
32.10481,38.46982,7.96628
32.11852,7.51364,20.18156
32.14767,35.10454,10.98699
32.15564,22.93945,3.27976
32.2883,12.95663,14.94347
32.37076,5.88263,5.42035
32.38251,37.61741,22.13569
32.41334,19.76637,3.78755
32.43041,36.34647,18.43571
32.45867,35.9315,17.36285
32.47459,28.32756,32.34083
32.57345,18.41596,16.34489
32.63993,13.30995,21.69497
32.6521,11.36138,34.17787
32.68402,13.05672,24.07863
32.80006,26.78715,33.9688
32.91186,5.03395,16.28633
32.9527,26.22558,9.09089
32.99341,0.33963,6.41739
33.01047,24.9128,23.56005
33.05561,19.48356,2.64704
33.13498,36.55471,19.03521
33.29599,45.30563,45.21514
33.33902,1.95239,11.54594
33.50702,0.12975,24.1242
33.55637,38.24432,46.62779
33.5846,14.74477,0.60528
33.60946,46.11068,12.17049
33.82601,19.88474,9.07642
33.84905,13.99539,22.01486
33.96995,10.38891,22.20778
33.98704,46.3607,35.94365
34.00951,18.83154,1.25533
34.03429,48.1905,10.03467
34.10715,47.23127,32.59185
34.13664,15.77002,36.3513
34.16611,10.50636,3.53646
34.19648,42.69002,49.46393
34.20346,39.27239,33.63541
34.21446,20.16516,2.7361
34.24392,47.34071,25.76667
34.35729,16.36034,38.3484
34.39825,12.61334,28.96931
34.40166,28.11544,40.09238
34.54457,2.76853,25.91166
34.63558,14.58141,21.18662
34.63848,46.4234,5.0248
34.64148,8.47143,15.60155
34.64362,15.68234,17.86883
34.66716,38.2224,8.3545
34.71175,18.57391,28.96468
34.72149,12.81869,47.34603
34.76853,24.20515,48.65789
34.82101,11.55824,45.36315
35.04786,10.1259,20.77407
35.08474,16.97444,39.4167
35.15067,28.62755,9.8082
35.17527,48.04737,5.95838
35.25443,20.30756,47.59902
35.29861,36.16364,11.06833
35.32415,22.79818,6.33584
35.43356,14.37342,22.57584
35.50394,4.41184,6.43107
35.54458,34.70115,1.63709
35.65243,41.91083,14.92702
35.69054,32.5403,6.67307
35.71236,32.89339,36.51876
35.75086,26.51945,4.90851
35.78083,6.86896,39.10459
35.8923,29.3536,29.98579
35.91601,32.31264,27.05326
35.93445,2.54286,21.24746
35.94705,34.75028,6.9579
35.95582,18.2809,42.10618
36.00304,16.92551,35.7349
36.00924,22.59585,39.90871
36.01397,21.5262,7.31274
36.02343,10.92372,33.02273
36.03897,19.56007,7.68476
36.04342,16.94814,11.13514
36.04463,5.82536,41.74933
36.05391,41.48644,38.04251
36.05617,42.9435,28.65863
36.10735,46.00385,40.65606
36.12613,14.08604,21.11202
36.13242,40.94597,8.77732
36.1647,5.71412,8.59264
36.18379,0.93392,11.92535
36.18628,28.36985,2.71778
36.19308,24.34686,20.38046
36.30742,6.15463,34.34038
36.35008,34.87986,16.2636
36.43991,42.56486,44.79308
36.47445,49.89084,6.1963
36.48817,13.47257,30.42623
36.51019,39.90097,17.93446
36.56681,28.19547,21.7629
36.57634,27.65798,1.18618
36.58265,6.78413,31.98945
36.63393,25.90496,41.51043
36.65354,9.74211,43.5774
36.66479,16.12691,26.1295
36.6961,21.62572,2.0562
36.73274,14.34632,1.00578
36.78657,42.03908,38.57893
36.87725,0.95375,12.04043
37.03601,19.45813,8.1651
37.19944,11.89042,6.5797
37.25864,12.31511,14.06022
37.27786,11.80986,35.31022
37.27834,0.406,5.56202
37.27939,3.75405,15.42445
37.45804,23.33897,6.17031
37.49383,2.15376,13.9537
37.50261,30.31292,5.58306
37.70481,16.3727,21.15862
37.72667,0.22961,31.22279
37.75525,20.79196,2.22629
37.8391,21.13248,24.83199
37.91688,20.85168,5.42543
37.9611,10.87722,45.20533
37.96231,40.65337,26.59266
37.97319,7.79573,2.56683
38.00977,7.33491,17.14285
38.02559,17.95682,2.72944
38.06175,10.66156,20.79421
38.13581,48.0942,43.52411
38.28298,14.42891,9.2581
38.33765,2.1433,39.89456
38.37441,33.7566,4.21243
38.43632,45.52288,12.07367
38.44279,3.55276,30.12883
38.46012,4.49622,22.53662
38.5975,23.08794,10.04078
38.7938,38.81077,8.8666
38.80957,44.6679,3.51242
38.82866,48.76178,49.12676
38.85402,20.74009,33.71009
38.88922,9.15517,32.40244
38.91233,17.67995,48.16134
38.96273,2.84736,14.88425
39.0487,15.66669,36.70517
39.07253,16.14671,18.55018
39.14252,2.13734,10.18453
39.21116,0.3276,19.12995
39.23703,19.06304,23.24934
39.30868,37.80627,18.53908
39.31788,14.76685,42.7819
39.33773,1.55346,20.62615
39.46987,1.45216,4.58165
39.49944,33.27035,46.93227
39.5262,38.74509,24.59965
39.54446,35.43441,0.98178
39.55017,46.58946,20.41604
39.62037,48.07912,19.33342
39.66213,36.25905,37.87824
39.68818,27.13442,24.64255
39.69204,15.81482,32.77632
39.74975,32.93744,35.30182
39.7815,31.3414,38.62781
39.84147,23.43876,6.385
39.94888,24.36764,10.09065
39.96275,44.89745,12.28745
40.05259,25.72981,11.59027
40.05364,25.12466,25.47074
40.12922,49.91691,10.17739
40.24564,49.83591,29.4958
40.32552,19.22373,13.70754
40.4047,8.07,0.18223
40.43853,24.53254,19.88535
40.46972,6.38867,9.15612
40.47092,23.9452,2.31292
40.4977,3.07551,13.87337
40.50219,37.11511,32.39376
40.54333,1.93537,45.25427
40.57426,25.47335,37.24046
40.59979,6.40677,23.00688
40.62852,21.53291,47.29462
40.69673,26.42062,3.70093
40.71357,46.03751,0.79314
40.82208,24.44466,23.14064
40.85953,3.61491,30.82173
40.90082,1.97798,3.73287
40.93685,1.65503,19.3511
40.9393,13.23482,24.93066
40.96766,24.93783,0.2703
41.01664,9.61704,7.27965
41.02716,29.68154,18.06335
41.07025,38.87544,44.72206
41.12136,30.11088,30.19846
41.15287,9.04068,33.16227
41.1906,41.8802,29.23946
41.19279,24.9695,9.71712
41.1928,21.31709,14.87686
41.1998,22.21708,20.29924
41.28684,16.15394,9.54999
41.35333,49.52844,14.12314
41.39224,26.47285,28.14741
41.45493,12.67641,41.77801
41.46647,48.00098,17.77931
41.58368,24.74622,2.83952
41.65649,16.55962,42.82585
41.68663,0.99678,17.03781
41.74508,21.56204,33.44053
41.76666,46.88786,4.19452
41.79225,32.68475,36.70756
41.79244,22.42159,4.00988
41.82836,20.34443,7.8411
41.90653,15.86546,5.83457
41.9384,40.17536,22.98874
41.96965,21.82898,22.81446
41.98558,14.60283,20.26039
42.02127,33.77785,3.88718
42.07088,44.09627,38.22661
42.11009,12.44499,3.77196
42.1992,10.36548,0.70762
42.2163,38.92479,19.95246
42.33714,18.26267,25.83794
42.33999,19.34761,14.97264
42.37566,25.01444,36.70133
42.47494,22.97753,40.35383
42.50073,16.79053,11.23824
42.57204,14.18866,5.96796
42.60836,32.15396,7.93958
42.99864,25.35835,20.27438
43.17154,30.41266,12.8442
43.1812,21.70596,23.48695
43.3647,30.33066,32.22313
43.41042,28.90499,28.54293
43.53697,16.67894,14.98539
43.58866,16.09365,21.82371
43.62237,5.62541,38.02168
43.69111,12.90465,3.91255
43.70686,9.97331,28.73337
43.99567,34.68564,19.47299
44.04805,38.56996,27.10087
44.11784,9.08927,11.5031
44.17128,3.44354,12.98187
44.17746,3.38931,20.34896
44.21131,13.50659,17.50453
44.273,15.14099,36.22056
44.30516,17.99155,14.69213
44.39082,13.57015,1.61618
44.44943,7.54964,25.31389
44.45198,6.83341,3.44627
44.5382,18.65435,13.45029
44.60357,8.16229,27.53621
44.64348,9.88106,23.2201
44.70693,47.46872,38.45171
44.71582,25.55011,25.28383
44.77121,13.30623,11.00037
44.78917,32.33963,15.23558
45.09717,9.36883,43.93479
45.15488,7.80233,2.50837
45.15502,27.82444,22.13075
45.18225,31.03402,42.95215
45.18348,32.61248,15.36617
45.18715,7.16448,26.40831
45.2155,30.69266,6.25485
45.2911,33.44766,20.80508
45.30617,9.22851,39.92304
45.31395,2.29414,5.66867
45.36101,0.12006,14.71157
45.36583,6.67871,38.62101
45.37809,33.94176,3.12514
45.42089,12.31749,12.46991
45.44134,3.56862,38.55667
45.47797,17.37132,33.14142
45.54887,45.45039,0.70182
45.58554,21.57374,24.32135
45.5887,40.37383,44.67894
45.78602,17.2826,15.1464
45.79731,35.37125,22.24902
45.80384,8.30907,16.26068
45.86864,15.7238,33.60775
45.91475,18.00321,30.27703
45.92643,5.98733,17.13379
46.0452,5.44809,35.3007
46.0558,46.6129,7.1757
46.30375,0.56283,1.72259
46.31651,7.92827,30.56064
46.32769,31.60211,43.00574
46.41547,0.36875,18.24869
46.50073,23.86007,13.0904
46.54567,26.44038,25.86637
46.59288,41.77088,27.38627
46.60598,9.34689,14.51845
46.62411,43.46712,12.81938
46.70611,12.13047,32.48892
46.76172,14.91058,9.5402
46.76553,0.20552,24.74704
46.83802,47.85269,27.56292
46.94238,29.94362,11.95078
46.94842,43.8114,37.36354
46.98013,1.85809,40.64587
46.98369,41.65646,6.14864
47.11576,48.06252,4.81255
47.13309,10.29467,17.61961
47.26545,10.38024,46.82853
47.33,36.02985,25.08838
47.33553,7.31703,35.87702
47.34332,10.02156,5.11356
47.373,18.28429,7.53223
47.40547,14.8855,35.60015
47.44456,20.56164,9.96158
47.48867,1.91662,30.25104
47.55398,18.65473,2.65214
47.60625,37.3168,49.63601
47.74173,18.70245,31.48317
47.80643,32.63373,28.58829
47.81172,2.42717,8.72461
47.88862,18.30507,39.64575
47.89012,42.94484,7.5511
47.92281,8.38042,9.92653
47.92705,36.36618,34.29793
48.07825,1.04035,49.23435
48.21321,15.90758,33.16602
48.21324,25.85287,20.0772
48.2829,8.70426,29.61489
48.31856,2.63163,17.83711
48.45477,38.13848,5.6228
48.5123,18.31317,9.48867
48.59227,41.10285,9.21701
48.65263,27.50788,3.84026
48.65879,49.03895,18.55132
48.68683,43.52093,17.87347
48.70928,41.12025,32.56542
48.74803,8.99376,16.41945
48.75499,40.86034,0.16287
48.78548,17.8058,10.82931
48.79009,4.78782,5.73138
48.80899,6.49106,6.20208
48.84767,6.45743,28.16357
48.86629,17.80379,38.66901
48.90157,44.33326,17.21007
48.90578,30.65841,3.0865
48.93537,0.2604,12.17822
48.95341,36.94458,49.38292
48.96384,25.62397,43.6496
49.01359,7.01178,26.54561
49.0305,41.22802,5.15289
49.06709,32.53295,9.47625
49.11074,43.01958,23.2368
49.12359,2.44713,21.71156
49.2423,31.20076,5.79607
49.31841,41.64186,32.35431
49.41639,2.01155,15.62633
49.5098,22.44021,23.11051
49.52941,16.21561,2.24977
49.54404,48.85522,24.27057
49.62504,10.39881,22.85847
49.67491,25.72553,30.62541
49.73158,23.344,8.46631
49.77662,16.44945,10.84
49.7892,23.08586,40.90195
